,Attempt ID,Q Title,Bonus?,Difficulty,Answer,Answer Match
301,445,q16 (code writing - if),False,1,"if ( num % 2 == 0 && > 90) {
 system.out.println(""yeah"");
 }
 else if (num % 2 != 0 && num >=5 {
 system.out.println(""sure"");
 }
 else  {
 system.out.println(""not sure"");
 }
 ",
302,446,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80 ) {
  System.out.println(""yeah"");
    }
   else if (num % 2 ! = 0 && num >=50 && num < 80) System.out.println(""sure"");
}
  else    {
  System.out.println( ""not sure""):}
",
304,448,q16 (code writing - if),False,1,"if (num+=2) && (nums > 80) return ""yeah"";
 else if (nums+=3)&&(nums < 80 || nums >= 50) return ""sure"";
 else  return ""not sure"";
",
305,449,q16 (code writing - if),False,1,"if( num % 2 == 0 && num > 80) return ""yeah"";
 if(!num % 2==0 && num >= 50 && num < 80) return ""sure"";
 else  return false;
 ",
306,450,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"" );
 int num = input.nextInt();
 If ((num % 2 ==0) && (num > 80)) {
 System.out.println(""yeah"");
 }
 else  if ((num % 2 != 0) && (50 <= num < 80)) {
  System.out.println(""sure"");
 }
 else  return System.out.println(""not sure"");
",
309,453,q16 (code writing - if),False,1,"System.out.println(""Enter an integer: "");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */ if ( num > 80){
      System.out.println(""yeah"");
 }
 if ( num > 50 && num < 80){
     System.out.println(""sure"");
 }
",
310,454,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
",
311,455,q16 (code writing - if),False,1,not sure,
314,458,q16 (code writing - if),False,1,"System.out.println(compete(""Enter an integer:"");
",
316,460,q16 (code writing - if),False,1,"system.out.println( ""yeah "" if is even and >80);
 system.out.println(""sure"" if number is odd and >50 or <80);
",
318,462,q16 (code writing - if),False,1,System,
319,463,q16 (code writing - if),False,1,"System.out.println(""If input:""<80);
 int num = input.nextInt();
",
320,464,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",
321,465,q16 (code writing - if),False,1,no idea,
322,466,q16 (code writing - if),False,1,"if ( num > 80) {
 ] if (num (do not know how to write a formula to show an even number ",
324,468,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
",
325,469,q16 (code writing - if),False,1,"if(num %2==0 && num>80)   {
    System.out.println(""yeah"");
 }
  else if(50<=num && num<80 && num%2 != 0)    {
   System.out.println(""sure"");
   }
 else   {
    System.out.println(""not sure"");
  }
",
326,470,q16 (code writing - if),False,1,"if((num>=80)&&(num%2==0)){
     System.out.println(""yeah"");
      }
 if((num%2!=0)&&(num>=50 && num<80)){
// is it elif or else if???     System.out.println(""sure"");
 }
else{
     System.out.println(""not sure"");
 }
",
327,471,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if(num > 80)      System.out.println(""Yeah"");
 if (num > 50 && num <  80)       System.out.println(""not sure"");
",
328,472,q16 (code writing - if),False,1,"system.out.println(""Enter an integer:"");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe",
329,473,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80) {
 System.out.println(""yeah"");
 }
 else if (num % 2 != 0 && num >= 50 && num < 80) {
 System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
 ",
330,474,q16 (code writing - if),False,1,"if (num > 80 && num % 2 == 0) {
  System.out.println(""yeah"");
 }
 else if (num >= 50 && num < 80 && num % 2 != 0) {
 System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
 ",
332,476,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80) {
 System.out.println(""yeah"");
 }
 else if (num % 2 != 0 && num >= 50 && num < 80) {
 System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
 ",
334,478,q16 (code writing - if),False,1,"if (num > 80 && num % 2 == 0) {
   System.out.println(""yeah"");
 }
 else if (num >= 50 && num < 80 && num % 2 != 0) {
  System.out.println(""sure"");
 }
 else {
  System.out.println(""not sure"");
  }
",
335,479,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80) {
  System.out.println(""yeah"");
  else if (num % 2 != 0 && num >= 50 && num <= 80) {
  System.out.println(""sure"");
 else {
 System.out.println(""not sure"");
 ",
336,480,q16 (code writing - if),False,1,"System.out.println(""Enter an integer"");
 int num = input.nextInt();
 if (num >80 && num // 2 ==0 ) {
      System.out.println(""yeah"");
 }
 else {
    System.out.println(""Not sure"");
 }
",
337,481,q16 (code writing - if),False,1,"if(num>80 && num==0){
 System.out.print(""Yeah"");
 }
 if(num>=50 && num<80 && !(num==0)){
 System.out.print(""Sure"");
 }
 else System.out.print(""Not Sure"");
",
339,483,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80) {
 System.out.println(""yeah"");
 }
 else if (num % 2 != 0 && num >= 50 && num < 80) {
 System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
",
341,485,q16 (code writing - if),False,1,"if (num => 80) {
 System.out.print(""yeah"");
 }
 else if ( (num % 2 != 0) && ( 50 <= num < 80) {
 System.out.print(""sure"");
 }
 else System.out.print(""not sure"");
",
342,486,q16 (code writing - if),False,1,"if (number % 2 == 0 && number > 80) {
 System.out.println(""yeah"");
   }
 else if (number % 2 != 0 && number >= 50 && number < 80) {
  System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
 ",
343,487,q16 (code writing - if),False,1,"if( num == even || num > 80) System.out.println(""Yeah"");
 if( num == odd || num > 70) ",
344,488,q16 (code writing - if),False,1,"if(num > 80 && num%2==0) {
 System.out.print(""Yeah"");
 }
  else if(50 <= num && num < 80 && num%2 !=0) {
 System.out.print(""Sure"");
 }
  else {
 System.out.print(""Not sure"");
",
345,489,q16 (code writing - if),False,1,"if(num>80 && numm%2==0){
 System.out.println(""yeah"");
 }
else if (num%2!=0 &&num>=50 && num!=80){
 System.out.println(""sure"");
 }
else{
 System.out.println(""not sure"");
}
",
347,491,q16 (code writing - if),False,1,not sure,
348,492,q16 (code writing - if),False,1," ydouble int 50 > = print yeah double int 50> 80 sure print (""the reuest it"")",
353,497,q16 (code writing - if),False,1,"""not sure""",
355,499,q16 (code writing - if),False,1,"if (num > 80);
    System.out.println(""yeah"");
 else if (num 50>80);
     System.out.println(""sure"");
else;
     Sustem.out.println(""not sure"")",
357,501,q16 (code writing - if),False,1,"if num >= 80 {
  System.out.println(""yeah"");
 }
 else if {
 num >=50 && num < 80 {
 System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
",
358,502,q16 (code writing - if),False,1,I dont,
359,503,q16 (code writing - if),False,1,"System.out.print (yeah);
",
362,506,q16 (code writing - if),False,1,"if num = <=80;
      System.out.print(""yeah"");
    else num = 50-80;
        System.out.print(""sure"");
",
363,507,q16 (code writing - if),False,1,"System.out.println(""80"");
 int num = input.nextInt(50-80);
    }
 }
",
364,508,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if (num/2==0 && num>80){
   println(""yeah"");
 }
 else if(num/2!=0 && 50 > num < 80){
   println(""sure"");
}
 else{
 println(""not sure"");
",
365,509,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if ( integer > 80 pirnt yeah) else if ( integer is > 50 <80 print sure) else if (integer is < 50 print not sure)     * (NO NEED TO WRITE THE WHOLE main method)     */",
366,510,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80) {
   System.out.println(""yeah"");
}
 else if (num % 2 != 0 && num >= 50 && num < 80) {
 System.out.println(""sure"");
  }
 else {
   System.out.println(""not sure"");
 }
",
367,511,q16 (code writing - if),False,1,"if(num%2==0&&num>80){
 System.out.println(""yeah"");
 }
else if (num%2!=0){
        if (num>=50&&num<80){
           System.out.println(""sure"");
 }
 }
else {
 System.out.println(""not sure"")",
368,512,q16 (code writing - if),False,1,"import java.util.*;
 System.out.println(""Enter an integer:"");
 Scanner input=new Scanner(System.in);
int num = input.nextInt();
/* TODO: write the code in the box below to complete the task as describe  * (NO NEED TO WRITE THE WHOLE main method)  */ if(num>80&&num%2==0){
 System.out.println(""yeah"");
 }
 else if(num%2!=0){
 if(num>=50&&num<80){
 System.out.println(""sure"");
 }
 else{
 System.out.println(""not sure"");
 }
 }
",
369,513,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",
370,514,q16 (code writing - if),False,1,"if(num % 2 == 0 && num > 80) {
 System.out.println(""yeah"");
 }
 else if (num % 2 == 1 && num >= 50 && num < 80) {
 System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
",
371,515,q16 (code writing - if),False,1,"if(num > 80 && num % 2 == 0){
       System.out.print(""yeah"");
 }
  else if (num <= 80 && num >= 50 && num % 2 == !0){
         System.out.print(""sure"");
 }
 else()        System.out.print(""not sure"");
 }
",
372,516,q16 (code writing - if),False,1,"if (num > 80 && num % 2 == 0) {
    System.out.print(""yeah"");
 }
  if (num >=50 && num < 80 && num %2 ==1) {
    System.out.print(""not sure"");
",
374,518,q16 (code writing - if),False,1," if (num % 2 == 0 && num > 80) {
     System.out.print(""yeah"");
 }
   else if (num % 2 != 0 && (num >= 50 && num < 80)) {
     System.out.print(""sure"");
 }
 else {
     System.out.print(""not sure"");
 }
 ",
375,519,q16 (code writing - if),False,1,"If ( num >=80 && num % 2==0) {
 System.out.print(""Yeah"");
 }
 else if ( num >=50 && num < 80 && num%2!=0 )  {
 System.out.print(""sure"");
 }
 else {
 System.out.print (""not sure"");
 }
",
376,520,q16 (code writing - if),False,1,"import java.util,Scanner System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe if (num % 2 == 0 && num>80){
 System.out.println(""yeah"");
 }
else if(num % 2 != 0 && (num >=50 && num>80){
 System.out.println(""sure"");
 }
else{
 System.out.println(""not sure"");
 }
",
377,521,q16 (code writing - if),False,1,"if ( num % 2 == 0 && num > 80 ) {
 System.out.print(""yeah"");
 }
 else if  ( num % 2 != 0 && num >= 50 || num < 80) {
 System.out.print(""sure"") }
   else {
 System.out.print(""not sure"");
 }
",
378,522,q16 (code writing - if),False,1,"if(num<80){
 System.out.print(""yeah"");
}
 else if(50<num>80) {
 System.out.print(""sure"");
}
 else{
 System.out.print(""not sure"");
}
",
379,523,q16 (code writing - if),False,1,"if(num>80&&num%2==0){
 System.out.print(""yeah"");
 }
else if (num<=80&&num>=50&&num%2!=0) System.out.print(""sure"");
 }
else {
 System.out.print(""not sure"");
 ",
381,525,q16 (code writing - if),False,1,"if( num % 2= 0 & num > 80);
 {
  Sytem.out.println("" Yeah"");
 }
 {
else if ( num % 2 = 0 & numer >= 50 & System.out. println (""sure"");
 }
 {
 else {
  System.out.print (""not sure"");
 }
 ",
382,526,q16 (code writing - if),False,1,not sure,
383,527,q16 (code writing - if),False,1,"if input is even and >80: 
         print(""yeah"")      
else if: input is odd and (50<input<80):
           print(""sure"") 
else:
      print(""not sure"") ",
384,528,q16 (code writing - if),False,1,"public static void main(string[] args) {
     System.out.println(""Enter an integer:"");
     int num = input.nextInt();
     if (num >= 80) {
         System.out.println(""Yeah"");
     }
 else if (50 =< num =< 80) {
         System.out.println(""sure"");
         }
 else {
         System.out.println(""not sure"");
         }
     }
",
386,530,q16 (code writing - if),False,1,"system.out.println(""//"")",
388,532,q16 (code writing - if),False,1,Not sure,
392,536,q16 (code writing - if),False,1,"System.out.println(""yeah:"") ;
",
395,539,q16 (code writing - if),False,1,"int num = input.nextInt();
 if(num >= 80 && num *= 2);
 {
 system.out.println(""yeah"");
 }
 if(num >= 50 && num <= 80 && num *= 3);
 {
 system.out.println(""not sure"");
 }
",
396,540,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80) {
    System.out.println(""yeah"");
 }
 else if   (num % 2! =0 && num >= 50 && num < 80) {
    System.out.println(""sure"");
 }
else{
    System.out.println(""not sure"");
 }
",
397,541,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
'   if ( num >= 80 && num==Math.evenVal){
 System.out.println(""yeah"");
 }
 }
 if else(num < 50, num > 80 && num ==Math.oddVal){
 System.out.println(""sure"");
 }
 }
 else{
 System.out.println(""notsure);
 }
        ",
398,542,q16 (code writing - if),False,1,"if (num > 80 && num % 2 == 0) {
    System.out.println(""yeah"");
 }
 else if (50 <= num < 80 && num % 2 != 0) {
    System.out.println(""sure"");
 }
 else {
    System.out.println(""not sure"");
 }
",
399,543,q16 (code writing - if),False,1,"java.util.Scanner;
 System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if (num >= 80) {
       System.out.println(""yeah"");
       }
 else if (num > 50 && num < 80) {
             System.out.println(""sure"");
       }
 else {
             System.out.println(""not sure"");
       }
 }
",
400,544,q16 (code writing - if),False,1,"    Import til scanner Public static void   System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe    *  (NO NEED TO WRITE THE WHOLE main method)    */     if {
 (user input is even and is above 80);
 System.out.println (""yeah."");
 }
   if {
   (user input is odd and is between 50 and 80 including 50 but not including 80);
 }
 System.out.println (""sure."");
 }
 else {
   System.out.println (""not sure."");
}
 }
 }
 }
   ",
401,545,q16 (code writing - if),False,1,"if ( even > 80) {
 System.out.print(""yeah"");
 }
 else (odd) {
 System.out.print(""sure"");
 }
 else {
 System.out.print(""not sure"");
 }
",
402,546,q16 (code writing - if),False,1,"int = 50;
 int 50<80;
 int num = 50;
 system.out.print(""not sure""){
 }
",
403,547,q16 (code writing - if),False,1,"if (i % 2;
 i >80){
         system.out.println(""yeah"") }
         else( i % 3;
i >=50 && i < 80 ){
                system.out.println(""sure"") }
 else {
 system.out.println(""not sure"") }
 ",
404,548,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 for (num <= 80) {
       System.out.print(""yeah"");
 }
",
405,549,q16 (code writing - if),False,1,"if (i / 2, i <= 80){
 System.out.Println(""yeah"");
 }
 else if (i !/ 2, i<=50, i>80){
 System.out.Println(""sure"");
}
 else{
 System.out.Println(""not sure"");
}
",
406,550,q16 (code writing - if),False,1,"Scanner input = new input(System.in);
 System.out.println(""Enter an integer:"");
 int num = input.nextInt();
   if (num > 80 && num%2 == 0) {
      System.out.println(""yeah"");
 }
 else if (num >= 50 && num < 80 && num%2 != 0) {
      System.out.println(""sure"");
 }
 else {
      System.out.println(""not sure"");
     }
 }
",
407,551,q16 (code writing - if),False,1,"System.out.println(""Enter an interger:"");
 int num = input.nextInt();
 if(num > 80){
 System.out.println(""yeah"");
 }
else if (50<num<80){
 System.out.println(sure);
 }
else{
 System.out.println(""not sure"");
 }
 ",
408,552,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
   boolean odd = num % 2 != 0;
 boolean even = num % 2 == 0;
   if (even > 80) {
 if (odd >= 50 && < 80);
 System.out.println(""yeah"");
 }
 else {
 System.out.println(""not sure"");
 }
     ",
409,553,q16 (code writing - if),False,1," if(num>80) {
   System.out.println(""yeah"");
 }
 else(50<= num <80){
 System.out.println(""sure"");
 }
 else if{
 System.out.println(""not sure"");
 }
   ",
410,554,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80) {
      System.out.println(""yeah"");
 }
 else if(num % 2 != 0 && num > 50 && num <= 80) {
      System.out.println(""sure"");
 }
 else {
      System.out.println(""not sure"");
 }
",
412,556,q16 (code writing - if),False,1,"if (num > 80 && num%2 == 0){
System.out.println(""yeah"");
}
else if (num >= 50 && num < 80){
System.out.println(""sure"");
}
else{
 System.out.println(""not sure"");
}
",
419,563,q16 (code writing - if),False,1,not sure ,
428,572,q16 (code writing - if),False,1,"if(num>80 and num%2==0){
 System.out.println(""yeah"");
 }
else if(num>=50 and num<80 and num%2==1){
 System.out.println(""sure"");
 }
else{
 System.out.println(""not sure"");
 }
",
430,574,q16 (code writing - if),False,1,dont know,
432,576,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */ if(num%2==0 && num>80){
 System.out.print(""yeah"");
 }
 if(num%2!=0 &&( num>=50 && num<=79)){
 System.out.print(""sure"");
 }
 }
else{
 System.out.print(""not sure"");
   }
 }
",
433,577,q16 (code writing - if),False,1,"System.out.println(""Enter an integer: "");
int num = input.nextInt();
if (num > 80 & num % 2 == 0){
System.out.println(""yeah."");
}
if (num < 80 && num > 50 && num % 2 == 1)){
System.out.println(""sure."");
}
else{
System.out.println(""not sure."");
}
",
434,578,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80) {
      System.out.println(""yeah"");
 }
 else if (num % 2 != 0 && num >= 50 && num < 80) {
      System.out.println(""sure"");
 }
 else {
      System.out.println(""not sure"");
 }
",
435,579,q16 (code writing - if),False,1,"if(num >=80&& num/2==0){
 System.out.println(""Yeah"");
}
 else if (num >= 50 && num < 80 && num/2 != 0){
 System.out.println(""sure"");
}
 else System.out.print(""not Sure"");
 ",
436,580,q16 (code writing - if),False,1,"if(num%2==0&&num>80){
 System.out.println(""yeah"");
 }
 elseif(num%2!=0&&num>=50&&num<80){
 System.out.println(""sure"");
 }
 else{
 System.out.println(""not sure"");
 }
",
437,581,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if( num> 80 &&   ",
438,582,q16 (code writing - if),False,1,"if (num % 2 = 0 &&  num > 80) {
    System.out.println(""yeah"");
 }
 else if (num % 2 != 0 && num >= 50 && num < 80) {
    System.out.println(""sure"");
 }
 else {
    System.out.println(""not sure"");
 }
",
439,583,q16 (code writing - if),False,1,"import java.util.Scanner;
      System.out.println(""Enter an integer:"");
 scanner input = new scanner;
 int num = input.nextInt();
 if (num > 80 && num/2 == 0){
 System.out.println(""yeah"");
 }
 else if (num >50 && num < 80 && num/2 != 0){
 System.out.println(""sure"");
 }
else{
 System.out.println(""not sure"");
 }
 /* TODO: write the code in the box below to complete the task as describe     * (NO NEED TO WRITE THE WHOLE main method) */     ",
440,584,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if (num%2==0){
      if(num>80){
           System.out.println(""yeah"");
}
 }
else if (num%2!=0){
      if(num<50){
            System.out.println(""sure"");
}
      else{
           System.out.println("" not sure"");
}
                ",
441,585,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if (num >= 80){
    System.out.print(""yeah"");
 }
 else if (num >=50){
    System.out.print(""sure"");
 }
 else System.out.print(""not sure"");
",
442,586,q16 (code writing - if),False,1,"if (num % 2 == 0 && num >= 80){
 System.out.println(""Yeah"");
 }
 else if (num % 2 != 0 && num >= 50){
 System.out.println(""Sure"");
 }
 else  System.out.println(""Not sure"");
",
443,587,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   If",
444,588,q16 (code writing - if),False,1,"import java.util.Scanner;
 public static void main(String[] args) {
 Scanner input = new Scanner(System.in);
 System.out.println(""Enter an integer: "");
 int num = input.nextInt();
 if ((num%2) == 0) && num>80) {
 System.out.print(""yeah"");
 }
 if ((num%2) != 0) && (50 >= num < 80) ) {
 System.out.print(""sure"");
 }
 else {
 System.out.print(""not sure"");
 }
 }
",
445,589,q16 (code writing - if),False,1,"if(num > 80 && num%2==0) {
 System.out.println(""yeah"");
 }
 else if (num >=50 && num <= 80 && num%2!=0) {
 System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
 ",
446,590,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
",
451,595,q16 (code writing - if),False,1,"if (num > 80;
 num = even) {
      Stystem.out.println(""yeah"");
      elif (num >= 50;
 num < 80;
 num = odd) {
           Stystem.out.println(""sure"");
      }
      elif {
           System.out.println(""not sure"")      }
 }
 ",
452,596,q16 (code writing - if),False,1,nothing,
453,597,q16 (code writing - if),False,1,"System.out.println(""yeah"");
 int num = input.nextInt();
    System.out.println(""sure"");
 int num = input.nextInt();
    System.out.println(""sure"");
 int num = input.nextInt(""sure"");
      ",
454,598,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if (int <= 80);
 System.out.println(""yeah"");
 if (int >= 50);
",
455,599,q16 (code writing - if),False,1,"if num % 2 == 0 AND num > 80{
     System.out.println(""yeah"");
 }
else if num % 2 == 1 AND num >= 50 AND num >80{
     System.out.println(""sure"");
 }
else{
     System.out.println(""not sure"");
 }
",
456,600,q16 (code writing - if),False,1,"system.out.println(""enter an integer:""): int num = input.nextInt();
 {
 if     ",
459,603,q16 (code writing - if),False,1,"public status void main (int input) {
    if (input > 80 && (80 % 2 == 0)) {
       System.out.println(""yeah"")    }
 else if (input < 80 && input > 50 && (input % 2 == 1)) {
       System.out.println(""sure"")    else {
      System.out.println(""not sure"") ",
461,605,q16 (code writing - if),False,1,"System.out.println(""beats me"")",
462,606,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80) {
    System.out.print(""yeah"");
}
 else if (num % 2 == 1 && num >= 50 && num < 80) {
     System.out.print(""sure"");
 }
 else {
     System.out.print(""not sure"");
 }
",
467,611,q16 (code writing - if),False,1,"if(num / 2 == 0 && num > 80) {
 System.out.println(""yeah"");
 }
 else if(num !/ 2 == 0 && (num >= 50 && num < 80)) {
 System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
",
468,612,q16 (code writing - if),False,1,"if (num / 2 == 0 && num > 80){
 System.out.print(""yeah"");
 }
else if (num / 2 != 0 && num >= 50 && num < 80){
 Syste.out.print(""sure"");
 }
 else{
 System.out.print(""not sure"");
 }
",
471,615,q16 (code writing - if),False,1,"int even = (num % 2);
 if ((num > 80) && (even == 0)){
   Systyem.out.print(""yeah"");
 }
 else if ((num >= 50 && num < 80) && (even != 0)){
   System.out.print(""sure"");
 }
 else {
   System.out.print(""not sure"");
 }
",
472,616,q16 (code writing - if),False,1,"if( num% 2== 0 && num > 80) {
 system.out.println( ""yeah"");
 }
else if ( num % 2 !=0 && num >= 50 && num < 80){
 }
 else {
 system.out.println ("" not sure"");
 }
 ",
474,618,q16 (code writing - if),False,1,"if(num % 2 == 0 && num > 80){
      system.out.println(""yeah"");
 }
else if(num % 2 ==1 && num >= 50 && num < 80){
      system.out.println(""sure"");
 }
else{
      system.out.println(""not sure"");
}
",
475,619,q16 (code writing - if),False,1,"if(num>80){
 System.out.println(""yeah"");
 }
 else if(num>=50){
 System.out.println(""sure"");
 }
 else{
 System.out.println(""not sure"");
 }
",
476,620,q16 (code writing - if),False,1,"if (num % 2 == 0 && num >80) {
 System.out.println(""yeah"");
 }
 else if (num % 2 != 0 && num >= 50 && num < 80) {
 System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
",
477,621,q16 (code writing - if),False,1,"if (((num % 2) == 0)  && (num > 80)) {
   System.out.println(""yeah"");
 }
 else if ((num % 2 != 0) && (num >= 50 && num < 80)) {
 System.out.println(""sure"");
 {
 else {
 System.out.println(""not sure"");
 )",
478,622,q16 (code writing - if),False,1,"if (num % 2 == 0 && num > 80) {
     System.out.println(""yeah"");
 }
 else if (num % 2 != 0 && num >= 50 && num < 80) {
     System.out.println(""sure"");
 }
 else {
     System.out.println(""not sure"");
 }
",
479,623,q16 (code writing - if),False,1,"if (num % 2 && num > 80){
     System.out.print(""yeah"");
 }
 else if (num !% 2 && num > 50 && num < 80){
     System.out.print(""sure"");
 }
 else {
 System.out.print(""not sure"");
",
480,624,q16 (code writing - if),False,1,"System.out.println(""88:"");
 int num = input.nextInt();
 ",
481,625,q16 (code writing - if),False,1,"int num = 70       print(""yeah"")",
483,627,q16 (code writing - if),False,1,"System.out.println(""4:"");
4 = input.nextInt();
",
488,632,q16 (code writing - if),False,1,"I do not know how to write this code.  My best guess.  
if num > 80 and num%2;
         print(""yeah"") 
if  50 =< num < 80;
         print(""not sure"")",
489,633,q16 (code writing - if),False,1,if >= 80 = yeah if <= 50 =  sure,
490,634,q16 (code writing - if),False,1,"System.out.println(""84:"") int num = input.nextInt(50);
",
493,637,q16 (code writing - if),False,1,"if(num isEven && num > 80) {
           System.out.println(""yeah"");
 if(num isOdd && num >= 50 && num < 80) {
           System.out.println(""sure"") }
else if{
            System.lout.println(""not sure"");
",
494,638,q16 (code writing - if),False,1,"String x = ""yeah"";
 String y = ""sure"";
 String z = ""not sure"";
 if(num>=80) {
 System.out.print(x);
 }
 if(num>=50 && num <80) {
 System.out.print(y);
 }
 if(num<50) {
 System.out.print(z);
 }
",
495,639,q16 (code writing - if),False,1,"System.out.println(""not sure"");
",
497,641,q16 (code writing - if),False,1,"if(num % 2 == 0 && num >= 80) {
 System.out.println(""yeah"");
 }
 else if(num >= 50 && num < 80) {
 System.out.println(""sure"");
 }
 else  {
 System.out.println(""not sure"");
 }
 ",
498,642,q16 (code writing - if),False,1,"int i;
for (i = 0;
 i< 5;
 i++) {
      System.out.println(i);
 }
 System.out.println(""!"");
",
499,643,q16 (code writing - if),False,1,"if (num %2 == 0 && num > 80) {
 System.out.println(""yeah"");
 }
 else if (num % 2 != 0 && num >= 50 && num < 80) {
 System.out.println(""sure"");
 }
 else  {
 System.out.println(""not sure"");
 }
 ",
501,645,q16 (code writing - if),False,1,"if (num > 80 && num % 2==0) {
 System.out.println(""yeah"");
 }
 else if (num >= 50 && num < 80 && num % 2 !=0) {
 System.out.println(""sure"");
 }
 else {
 System.out.println(""not sure"");
 }
",
503,24,q16 (code writing - if),False,1,"if {
 num = odd ;
 if num > 100;
  }
 System.out.println:""good"" if else  {
 num = even ;
  num  > 80;
  num =< 100;
  System.out.println: ""ok"" if else {
 System.out.println"" unsure""   ",
504,25,q16 (code writing - if),False,1,"if (num % 2 == 1 && num > 100)     System.out.println(""good"");
 else if (num % 2 == 0 && num > 80 && num <= 100)     System.out.println(""ok"");
 else      System.out.println(""unsure"");
",
505,26,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if (num > 100 && num % 2 !=0) {
 System.out.println(""good"")  }
 else if {
num >=80 && num <= 100 &&num %2==0) {
 System.out.println(""unsure"");
 }
 ",
506,27,q16 (code writing - if),False,1,"System.out.println(""Enter an integer:"");
 int num = input.nextInt();
 if (num > 100 && num !%2){
 System.out.print(""good"");
 }
 if (num < 80 &&num  >= 100 && num %2){
 System.out.print(""ok"");
 }
 ",
507,28,q16 (code writing - if),False,1,"if(int num !%=2 && int num >=80 ){
 System.out.print(""good"");
 }
 else{
 System.out.print(""ok"") }
 else{
 System.out.print(""unsure"");
 }
",
509,30,q16 (code writing - if),False,1,"if odd, >= 100{
System.out.println(""good"")  }
 if even, 80-100 (exclude 80) {
 System.out.println(""ok"")",
510,31,q16 (code writing - if),False,1,"if (num % 2 != 0 && num > 100) {
     System.out.println(""good"") {
 }
 else if (num % 2 == 0 && num >= 80 && num < 100) {
     System.out.println(""ok"");
 }
 else {
        System.out.println(""unsure"");
 }
",
511,32,q16 (code writing - if),False,1,"if (num = ""odd"" && num > 100;
) {
 System.out.println(""good"");
 {
 else if ()  if (num = ""even"" && 80<num<=100);
 {
 System.out.println(""ok"") {
 else {
 System.out.println(""unsure"")   ",
