,Attempt ID,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match
146,250,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
147,251,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
148,252,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
150,254,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
154,258,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
156,260,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
157,261,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
159,263,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
165,282,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
166,283,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
170,287,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
171,288,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
172,289,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
175,302,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
177,304,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
179,306,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
181,308,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
182,309,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,ok,False
185,312,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
186,313,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
188,315,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
189,316,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
191,318,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe ? * (NO NEED TO WRITE THE WHOLE main method) ? */",False,1,,False
192,336,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
193,337,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
194,338,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
195,339,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
198,342,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
199,343,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
200,344,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
201,345,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
203,347,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
205,349,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
206,350,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
208,352,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
221,365,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
223,367,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
224,368,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
225,369,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
227,371,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe Â  * (NO NEED TO WRITE THE WHOLE main method) Â  */",False,1,,False
233,377,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
238,382,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,idk,False
240,384,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
241,385,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
245,389,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
247,391,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
248,392,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
250,394,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
251,395,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,IDK,False
252,396,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
253,397,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
254,398,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
255,399,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
260,404,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
262,406,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
264,408,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
265,409,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
268,412,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
270,414,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
272,416,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
273,417,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
274,418,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
278,422,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
279,423,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
280,424,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
282,426,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
295,439,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
296,440,q16 (code writing - if),"Complete the following code segment so that it will print the following messages depending on the value of the user input.

 It will print ""yeah"" if the user input is even and is above 80.  It will print ""sure"" if the user input is odd and is between 50 and 80 (including 50 but not including 80). Otherwise, it will print ""not sure"".  System.out.println(""Enter an integer:""); int num = input.nextInt(); /* TODO: write the code in the box below to complete the task as describe   * (NO NEED TO WRITE THE WHOLE main method)   */",False,1,,False
